uid,text
ed5590797795-17,for an open space.
ed5590797795-18,where he could run and fly his kite.
ed5590797795-20,Sundari looked too. Out in the...
ed5590797795-21,grass ran bobby.
ed5590797795-22,Holding up his kite as high as he could. 
ed5590797795-23,Puff! The wind came along!
ed5590797795-24,"Sundari started to fly up, but she could not go very high."
ed5590797795-25,A little dog was holding on to her long tail. It was in his mouth.
ed5590797795-26,Bobby shooed the dog away.
ed5590797795-27,shoo shoo
ed5590797795-28,We will try again. Bobby said.
ed5590797795-29,"This time, Sundari leaped up in the air."
ed5590797795-30,She tugged hard.
ed5590797795-31,Oh! How she wanted Bobby to let go of her string!
ed5590797795-32,She gave a big tug!
ed5590797795-33,Bobby had to let her go. Weeeeeee cried Sundari. Now I can fly as high as I please.
ed5590797795-34,and away she went. She flew up up.
ed5590797795-35,up in the air.
ed5590797795-36,Adapted from Cleo by Ruth Dixon
ed5590797795-37,New words Band
ed5590797795-38,Dizzy Smile
ed5590797795-39,String! Tug?
ed5590797795-40,Wind
ed5590797795-41,Let's read. I feel dizzy.
ed5590797795-42,on a merry-go-round.
ed5590797795-43,The band was playing a tune.
ed5590797795-44,Page 82
ed5590797795-45,Reading is fun.
ed5590797795-46,Who made Sundari?
ed5590797795-47,Why did Bobby call his kite Sundari?
ed5590797795-48,Did Sundari fly very high at first?
ed5590797795-49,What made Sundari really happy?
ed5590797795-50,Let's talk.
ed5590797795-51,Do you like to fly kite?
ed5590797795-52,Who helps you to fly kites?
ed5590797795-53,Let's share
ed5590797795-54,Tick the objects you need to fly a kite. Color the kite.
ed5590797795-55,Here you can see pictures of various objects and a kite.
ed5590797795-56,a stick a roller
ed5590797795-57,glue
ed5590797795-58,pair of scissors
ed5590797795-59,Basket
ed5590797795-60,paper
ed5590797795-61,BALL
ed5590797795-62,Name the objects in your own language.
ed5590797795-63,page 83
ed5590797795-64,Trace over the dotted lines.
ed5590797795-65,"Here in this picture you can see some lines, follow the lines and connect the dots to complete the lines. Follow the same pattern for each and every line."
ed5590797795-66,page 84
ed5590797795-67,Let's do!
ed5590797795-68,Look at the pictures and tell the story in your own words.
ed5590797795-69,the umbrella and the crow.
ed5590797795-70,In the first picture you can see
ed5590797795-71,a girl walking bare feet.
ed5590797795-72,She's holding an umbrella and enjoying the rain.
ed5590797795-73,In the second picture
ed5590797795-74,A crowl flies by.
ed5590797795-75,Stealing the girl's umbrella.
ed5590797795-76,"In the third picture, the crow flies away high into the sky with the umbrella in his hold."
ed5590797795-77,"And in the last picture, you can see the crow sitting on the tree with the umbrella hanging on a branch."
ed5590797795-78,with its young ones inside.
ed5590797795-79,page 85
ed5590797795-80,Rearrange the following sentences in the right order.
ed5590797795-81,to make it into a story on the left page.
ed5590797795-82,A wind blows.
ed5590797795-83,It is raining. The crow flies away.
ed5590797795-84,with the umbrella.
ed5590797795-85,The girl has an umbrella.
ed5590797795-86,The umbrella is now a nest. The umbrella
ed5590797795-87,hangs from a tree. Now say the story.
ed5590797795-88,in English using the words.
ed5590797795-89,Rain
ed5590797795-90,wind
ed5590797795-91,Crow
ed5590797795-92,nest
ed5590797795-93,is
ed5590797795-94,has
ed5590797795-95,blows
ed5590797795-96,flies
ed5590797795-97,Let's read and write.
ed5590797795-98,Here are some words given below like
ed5590797795-99,crow girl
ed5590797795-100,nest
ed5590797795-101,crow Girl
ed5590797795-102,nest
ed5590797795-103,And these words are repeated.
ed5590797795-104,Connect the dots to complete each and every word.
ed5590797795-105,"And again, follow the same pattern for the next line."
ed5590797795-106,And then there is the word tree. Wind.
ed5590797795-107,and follow the pattern for these two.
2f9740e42167-1,Page number 56
2f9740e42167-2,Chapter 15
2f9740e42167-3,Left and Right
2f9740e42167-4,Mother
2f9740e42167-5,Bina
2f9740e42167-6,Get the mat please. Bina
2f9740e42167-7,Where is it mama.
2f9740e42167-8,"Mother, it is to your right."
2f9740e42167-9,It is near the wall.
2f9740e42167-10,Bina gives the mat to her mother.
2f9740e42167-12,Mother.
2f9740e42167-13,will you get the needle and thread.
2f9740e42167-14,"Bina Where is it, Mama?"
2f9740e42167-15,Mother
2f9740e42167-16,It is on the table to the left.
2f9740e42167-17,Page number 57.
2f9740e42167-18,Let's try this.
2f9740e42167-19,1
2f9740e42167-20,Lift your left hand.
2f9740e42167-21,Lift your right hand.
2f9740e42167-22,Lift the hand you write with.
2f9740e42167-23,2
2f9740e42167-24,Touch your right eye.
2f9740e42167-25,Touch your left eye.
2f9740e42167-26,Touch both eyes.
2f9740e42167-27,2. Here is a picture.
2f9740e42167-28,Can you guess who the people in the picture are?
2f9740e42167-29,Imagine a picture with a lot of people.
2f9740e42167-30,who are close to you
2f9740e42167-31,Do you have such a picture at your home?
2f9740e42167-32,Can you imagine your near and dear ones?
2f9740e42167-33,Can you guess who they are?
2f9740e42167-34,to the teacher. Point out to the people and say
2f9740e42167-35,where they are standing in relation to one another.
2f9740e42167-36,For example
2f9740e42167-37,Grandfather is standing next to...
2f9740e42167-38,blank
2f9740e42167-39,Page number 58
2f9740e42167-40,"Say, aloud. 3"
2f9740e42167-41,"Put your right hand up, put your right hand down, put your right hand out and turn yourself around."
2f9740e42167-42,"Put your left hand up, put your left hand down, put your left hand out, turn yourself around."
2f9740e42167-43,"Put both hands up, put both hands down."
2f9740e42167-44,Put both hands out and turn yourself around.
2f9740e42167-45,to the teacher.
2f9740e42167-46,Read the poem aloud with actions and make the children repeat it after you.
2f9740e42167-47,Page number 59 4
2f9740e42167-48,There are two ducks in the pond.
2f9740e42167-49,One duck has come out of the pond. Some people are...
2f9740e42167-50,Inside the house.
2f9740e42167-51,Some people are outside the house.
2f9740e42167-52,Here is a picture of a beautiful house.
2f9740e42167-53,Outside is a pond.
2f9740e42167-54,In that pond there are ducks.
2f9740e42167-55,But there's also a duck outside the...
2f9740e42167-56,pond. There are also
2f9740e42167-57,people inside and outside the house. Now.
2f9740e42167-58,Enjoy this picture!
2f9740e42167-59,to the teacher. Read the sentences aloud.
2f9740e42167-60,Acting out the words in bold. page number
2f9740e42167-61,60 5
2f9740e42167-62,Here are some pictures.
2f9740e42167-63,Can you guess what are they?
2f9740e42167-64,There's a picture of a pencil.
2f9740e42167-65,and there is a picture on the right of a mat.
2f9740e42167-66,There's also a picture of a bell.
2f9740e42167-67,and on the right side we have two ducks in the pond.
2f9740e42167-68,"On the left again, we have a picture of a duck."
2f9740e42167-69,and on the right side we have a picture of a train.
2f9740e42167-70,to the teacher.
2f9740e42167-71,Help the children say what the pictures are.
2f9740e42167-72,using the structures. This is a blank.
2f9740e42167-73,That is a
2f9740e42167-74,blank
2f9740e42167-75,Page number 61. Trace these words.
2f9740e42167-77,Here is a picture of a well.
2f9740e42167-78,Now trace the dotted line and write a well.
2f9740e42167-79,"Now, here is a picture of a bell."
2f9740e42167-80,Join the dots to write a bell.
2f9740e42167-81,Can you imagine a beautiful duck?
2f9740e42167-82,"Yes, here is a picture of a duck. Now trace the dotted line."
2f9740e42167-83,and write a duck.
2f9740e42167-84,Here is a picture of a truck. Join the dots to write.
2f9740e42167-85,A truck.
2f9740e42167-86,"You read books, right?"
2f9740e42167-87,Here is a picture of a book.
2f9740e42167-88,Connect the dots to write a book.
2f9740e42167-89,Now here is a picture of a hook.
2f9740e42167-90,Join the dots to write a hook.
2f9740e42167-91,Here is a picture of a band.
2f9740e42167-92,What do you use it for?
2f9740e42167-93,"Connect the dots and write, a, band."
2f9740e42167-94,Here is a picture of a hand.
2f9740e42167-95,Join the dots to write a hand. Page number
2f9740e42167-96,62
2f9740e42167-97,7
2f9740e42167-98,Look carefully. Capital C
2f9740e42167-99,Inside this letter is standing a cow.
2f9740e42167-100,small C Can you imagine?
2f9740e42167-101,A calf standing over small C
2f9740e42167-102,capital B
2f9740e42167-103,A big boss B is standing on top of the capital letter B.
2f9740e42167-104,small B Imagine
2f9740e42167-105,A B taking away upper circle of capital letter B to make it small B.
2f9740e42167-106,And then there is a capital D
2f9740e42167-107,and a big dog is pulling it with its neck.
2f9740e42167-108,And on the right side
2f9740e42167-109,There is a dog.
2f9740e42167-110,Adding half circle to the line.
2f9740e42167-111,to make it small D.
2f9740e42167-112,to the teacher. Make the children understand that
2f9740e42167-113,all the letters of English alphabet.
2f9740e42167-114,can be written in capital as well as small letters. Draw the attention.
2f9740e42167-115,to the fun element in these pictures.
2f9740e42167-116,The small letter B is formed by taking away the top half of the capital B.
2f9740e42167-117,and so on.
2f9740e42167-118,Some children confuse between B Right side semicircle.
2f9740e42167-119,and D
2f9740e42167-120,"Left side, semicircle."
2f9740e42167-121,These pictures would help them.
cb8925f9924b-1,"Page number 160, Unit 10."
cb8925f9924b-2,Enjoy this poem about our animal friends.
cb8925f9924b-3,Strange talk. A little green frog.
cb8925f9924b-4,lived under a log. And every time he spoke.
cb8925f9924b-5,"Instead of saying, good morning, he only said, croak, croak."
cb8925f9924b-6,a duck lived by the water side.
cb8925f9924b-7,and little did he lack.
cb8925f9924b-8,"But when we asked how do you do, he only said quack quack"
cb8925f9924b-9,Page number 161.
cb8925f9924b-10,A little pig lived in a sty.
cb8925f9924b-12,as fat as he could be.
cb8925f9924b-13,And when he asked for dinner?
cb8925f9924b-14,He cried aloud. Wee Wee
cb8925f9924b-15,Three pups lived in a kennel.
cb8925f9924b-16,and loved to make a row.
cb8925f9924b-17,"And when they meant may we go out, they said"
cb8925f9924b-18,"Bow wow, bow wow!"
cb8925f9924b-19,if all these animals talked as much.
cb8925f9924b-20,as little girls and boys.
cb8925f9924b-21,and all of them try to speak at once. Wouldn't it make a noise?
cb8925f9924b-22,by LE Yates.
cb8925f9924b-23,New words. Instead.
cb8925f9924b-24,lack sty
cb8925f9924b-25,kennel
cb8925f9924b-26,row meant
cb8925f9924b-27,Page number 162. Reading is fun. Are these sentences true?
cb8925f9924b-28,or false.
cb8925f9924b-29,"A little green frog said, Quack Quack"
cb8925f9924b-30,A little pig loved to make a row.
cb8925f9924b-31,a duck only said croak croak. a pig cried aloud
cb8925f9924b-32,"Wee, wee. Let's talk."
cb8925f9924b-33,Seema talks a lot and her brother calls her talkative.
cb8925f9924b-35,Do you think Seema should talk?
cb8925f9924b-36,When the teacher is teaching in class
cb8925f9924b-37,on the playground.
cb8925f9924b-38,while she is eating.
cb8925f9924b-39,When mother asks her about what happened in school.
cb8925f9924b-40,"Answer, yes, or no."
cb8925f9924b-41,Page number 163. Let's write.
cb8925f9924b-42,Complete the questions with the words in the box.
cb8925f9924b-43,And the words in the box are
cb8925f9924b-44,Will Can
cb8925f9924b-45,What?
cb8925f9924b-46,How? Where?
cb8925f9924b-47,when? 1
cb8925f9924b-48,Dash is your name.
cb8925f9924b-49,"2. Dash, old are"
cb8925f9924b-50,you. 3
cb8925f9924b-51,"Dash, do you play?"
cb8925f9924b-52,4. Dash Do you live?
cb8925f9924b-53,Tick right the correct word.
cb8925f9924b-54,We did not shoot.
cb8925f9924b-55,Shout in the class.
cb8925f9924b-56,Do you like to drink water? Voter
cb8925f9924b-58,"He tired, tried to climb the tree."
cb8925f9924b-59,Will you pleace please help me
cb8925f9924b-60,I can see.
cb8925f9924b-61,sea with my eyes.
cb8925f9924b-62,Make sentences using the following words. 1.
cb8925f9924b-63,is
cb8925f9924b-64,2. are
cb8925f9924b-65,Page number 164
cb8925f9924b-66,"3, have"
cb8925f9924b-67,4 has
cb8925f9924b-68,5. Had
cb8925f9924b-69,Write five lines on my pet.
cb8925f9924b-70,Now write these sentences in the space provided below.
cb8925f9924b-71,"Now, let's enjoy this poem."
cb8925f9924b-72,The wise old owl.
cb8925f9924b-74,A wise old owl lived in an oak.
cb8925f9924b-76,"The more he saw, the less he spoke."
cb8925f9924b-77,The less he spoke the more he heard.
cb8925f9924b-78,Why can't we all be like that wise old bird?
cb8925f9924b-79,Page number 165.
cb8925f9924b-80,picture story
cb8925f9924b-81,Look at these pictures and tell a story about the talkative tortoise.
cb8925f9924b-82,"In the first picture, you can see a turtle's talking to 2 swans."
cb8925f9924b-83,"And in the second picture, you can see two swans carrying tortoise with the help of a stick."
cb8925f9924b-84,In the third picture you can see the turtle started to talk and he slips from the stick.
cb8925f9924b-85,"And in the fourth picture, you can see the talkative tortoise is falling down on the crown."
cb8925f9924b-86,A tale from the Panchatantra.
cb8925f9924b-88,Page number 166.
cb8925f9924b-89,Let's copy and write. Copy each question.
cb8925f9924b-90,and then choose the right answer from the red box.
cb8925f9924b-91,One has been done for you. In the red box...
cb8925f9924b-92,It is written
cb8925f9924b-93,It is green.
cb8925f9924b-94,It is small.
cb8925f9924b-95,He is tall.
cb8925f9924b-96,It is big.
cb8925f9924b-97,It is red.
cb8925f9924b-98,She is short.
cb8925f9924b-99,The first one that is done is...
cb8925f9924b-100,A man and a woman are standing side by side.
cb8925f9924b-102,Is the man tall or short?
cb8925f9924b-103,The answer is he is tall.
cb8925f9924b-105,"Now, answer the second one in the same box."
cb8925f9924b-106,is the woman tall or short. And in the second picture
cb8925f9924b-107,you can see an elephant and a mouse.
cb8925f9924b-108,Follow the same pattern for this as well.
cb8925f9924b-109,The third question is
cb8925f9924b-110,Is the elephant big or small?
cb8925f9924b-111,The fourth question is...
cb8925f9924b-112,is the mouse big or small. And in the third picture...
cb8925f9924b-113,Here is a house with a tree behind it.
cb8925f9924b-114,Now answer the question number 5.
cb8925f9924b-115,Is the tree green or red?
cb8925f9924b-116,and question number six.
cb8925f9924b-117,is the house green or red.
d5d9a14756d5-1,Page 48
d5d9a14756d5-2,Robinson Crusoe
d5d9a14756d5-3,Discovers a footprint.
d5d9a14756d5-4,Page 49
d5d9a14756d5-5,Robinson Crusoe's ship had been destroyed by the sea.
d5d9a14756d5-6,He had been alone for many years and longed for company. One day...
d5d9a14756d5-7,He discovers a footprint on the sand.
d5d9a14756d5-8,Let's find out what he did then.
d5d9a14756d5-9,One day.
d5d9a14756d5-10,"When I was going towards my boat, I was surprised to see the footprint of a man on the sand."
d5d9a14756d5-11,I stood amazed. I listened.
d5d9a14756d5-12,I looked around me.
d5d9a14756d5-13,I could neither hear nor see anything. I went up higher.
d5d9a14756d5-14,to look down. I went up the shore.
d5d9a14756d5-15,and down the shore. But it was no good.
d5d9a14756d5-16,I could find...
d5d9a14756d5-17,"No other footprint, but that one. I went to it again to see if there were any more footprints."
d5d9a14756d5-18,"And to tell, if it had been my imagination. But I was not mistaken."
d5d9a14756d5-19,"for there was exactly the print of a foot.toes, heel"
d5d9a14756d5-20,every part of a foot.
d5d9a14756d5-21,I could not imagine.
d5d9a14756d5-22,How it came there?
d5d9a14756d5-23,Page 50
d5d9a14756d5-24,At last I returned home very frightened.
d5d9a14756d5-25,looking behind me after every two or three steps.
d5d9a14756d5-26,"Mistaking, every bush and tree."
d5d9a14756d5-27,to be a man.
d5d9a14756d5-28,"When I came to my cave, which I called my castle"
d5d9a14756d5-29,"I ran inside it, as if I was being chased. I do not remember..."
d5d9a14756d5-30,Whether I used the ladder or went in by the hole in the rock.
d5d9a14756d5-31,which I called the door.
d5d9a14756d5-32,Page 51.
d5d9a14756d5-33,I ran for cover.
d5d9a14756d5-34,faster than any animal could run.
d5d9a14756d5-35,I did not sleep that night.
d5d9a14756d5-36,The more I thought about what I had seen
d5d9a14756d5-37,The more afraid I became.
